"02/04/2014 21:48:07","1210","Quaboag Reg. School Dist.","10","Public School","Closed Wednesday","",""," ","."," ","Quaboag Reg. School Dist.",
"02/04/2014 21:48:07","1212","Randolph","10","Public School","Closed","",""," ","."," ","Randolph",
"02/04/2014 21:48:07","1216","Revere","10","Public School","Closed","",""," ","."," ","Revere",
"02/04/2014 21:48:07","1851","Rising Tide Charter School","10","Public School","Closed","",""," ","."," ","",
"02/04/2014 21:48:07","1222","Salem, MA","10","Public School","Closed","",""," ","."," ","Salem, MA",
"02/04/2014 21:48:07","2126","Sanborn Regional District, NH","10","Public School","Closed","",""," ","."," ","Sanborn Regional District, NH",
"02/04/2014 21:48:07","1226","Saugus","10","Public School","Closed","",""," ","."," ","Saugus",
"02/04/2014 21:48:07","1227","Raymond, NH","10","Public School","Closed","Wednesday",""," ","."," ","Raymond, NH",
"02/04/2014 21:48:07","1228","Scituate Public Schools","10","Public School","Closed","",""," ","."," ","Scituate Public Schools",
"02/04/2014 21:48:07","1229","Seabrook, NH","10","Public School","Closed","",""," ","."," ","Seabrook, NH",
"02/04/2014 21:48:07","1077","Seacoast School of Technology","10","Public School","All SAU 16 Schools Closed Wednesday","",""," ","."," ","Seacoast School of Technology",
"02/04/2014 21:48:07","1525","Seven Hills Charter School","10","Public School","Closed on Wednesday","",""," ","."," ","Seven Hills Charter School",
"02/04/2014 21:48:07","1234","Shrewsbury","10","Public School","Closed","",""," ","."," ","Shrewsbury",
"02/04/2014 21:48:07","1235","Silver Lake Regional District","10","Public School","Closed","",""," ","."," ","Silver Lake Regional District",
"02/04/2014 21:48:07","2588","Somerset Berkley Regional","10","Public School","Closed","",""," ","."," ","",
"02/04/2014 21:48:07","1552","Somerset","10","Public School","Closed","",""," ","."," ","Somerset",
"02/04/2014 21:48:07","1236","Somerville","10","Public School","Closed","All Schools will be closed Wednesday, Feb. 5",""," ","."," ","Somerville",
"02/04/2014 21:48:07","2253","Souhegan Cooperative School Dist","10","Public School","Closed","",""," ","."," ","",
"02/04/2014 21:48:07","1237","South Hampton, NH","10","Public School","Closed","",""," ","."," ","South Hampton, NH",
"02/04/2014 21:48:07","1239","Southboro Public Schools","10","Public School","Closed","",""," ","."," ","Southboro Public Schools",
"02/04/2014 21:48:07","1242","Southbridge","10","Public School","Closed","",""," ","."," ","Southbridge",
"02/04/2014 21:48:07","1240","Southeastern Voc-Tech","10","Public School","Closed","",""," ","."," ","Southeastern Voc-Tech",
"02/04/2014 21:48:07","1963","S. Worcester County Education","10","Public School","Closed","",""," ","."," ","",
"02/04/2014 21:48:07","1245","Stoughton","10","Public School","Closed","",""," ","."," ","Stoughton",
"02/04/2014 21:48:07","1248","Sutton","10","Public School","Closed","",""," ","."," ","Sutton",
"02/04/2014 21:48:07","1250","Tantasqua-Union 61","10","Public School","Closed Wednesday","",""," ","."," ","Tantasqua-Union 61",
"02/04/2014 21:48:07","1251","Taunton","10","Public School","Closed Wednesday","All after school activities cancelled",""," ","."," ","Taunton",
"02/04/2014 21:48:07","1252","Tewksbury","10","Public School","Closed","",""," ","."," ","Tewksbury",
"02/04/2014 21:48:07","2259","Thompson Public Schools","10","Public School","Closed","",""," ","."," ","",
"02/04/2014 21:48:07","1253","Timberlane, NH","10","Public School","Wednesday","",""," ","."," ","Timberlane, NH",
"02/04/2014 21:48:07","1254","Topsfield Elementary","10","Public School","Closed Wednesday","No afternoon activities",""," ","."," ","Topsfield Elementary",
"02/04/2014 21:48:07","1256","Triton Regional District, K-12","10","Public School","Closed","Except for Essential Personnel",""," ","."," ","Triton Regional District, K-12",
"02/04/2014 21:48:07","1259","Uxbridge","10","Public School","Closed","",""," ","."," ","Uxbridge",
"02/04/2014 21:48:07","1260","Wachusett Reg. Sch. Dist.","10","Public School","Closed","Wednesday",""," ","."," ","Wachusett Reg. Sch. Dist.",
"02/04/2014 21:48:07","1262","Walpole","10","Public School","Closed","",""," ","."," ","Walpole",
"02/04/2014 21:48:07","1265","Washington-Windsor NH School District","10","Public School","Closed","",""," ","."," ","Washington-Windsor",
"02/04/2014 21:48:07","1269","Webster","10","Public School","Closed","",""," ","."," ","Webster",
"02/04/2014 21:48:07","1272","West Boylston","10","Public School","Closed","",""," ","."," ","West Boylston",
"02/04/2014 21:48:07","1273","West Bridgewater","10","Public School","Closed","",""," ","."," ","West Bridgewater",
"02/04/2014 21:48:08","1277","Weston","10","Public School","Closed","",""," ","."," ","Weston",
"02/04/2014 21:48:08","1281","Whitman-Hanson Regional","10","Public School","Closed","",""," ","."," ","Whitman-Hanson Regional",
"02/04/2014 21:48:08","1282","Whittier Vocational Technical","10","Public School","Closed","No Evening Classes",""," ","."," ","Whittier Vocational Technical",
"02/04/2014 21:48:08","1285","Winchendon","10","Public School","Closed & No Evening Events","Wednesday",""," ","."," ","Winchendon",
"02/04/2014 21:48:08","1287","Windham, NH","10","Public School","Closed","",""," ","."," ","Windham, NH",
"02/04/2014 21:48:08","1288","Winnacunnet, NH","10","Public School","Closed","",""," ","."," ","Winnacunnet, NH",
"02/04/2014 21:48:08","1673","WLC School District","10","Public School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1291","Worcester","10","Public School","Closed","",""," ","."," ","Worcester",
"02/04/2014 21:48:08","1790","Academy of Notre Dame, Tyngsboro","20","Private School","Closed","",""," ","."," ","Academy of Notre Dame, Tyngsboro",
"02/04/2014 21:48:08","1867","Al Hamra Academy, Shrewsbury","20","Private School","Closed","Closed Wednesday",""," ","."," ","",
"02/04/2014 21:48:08","1177","Alhuda Academy, Worcester","20","Private School","Alhuda Academy and Alhuda daycare will be closed Wednesday","",""," ","."," ","",
"02/04/2014 21:48:08","1794","Andover Newton Theological","20","Private School","Closed","",""," ","."," ","Andover Newton Theological",
"02/04/2014 21:48:08","1795","Applewild School","20","Private School","Closed","",""," ","."," ","Applewild School",
"02/04/2014 21:48:08","1796","Archbishop Williams School","20","Private School","Closed","",""," ","."," ","Archbishop Williams School",
"02/04/2014 21:48:08","1994","Arlington Catholic High School","20","Private School","Closed","",""," ","."," ","Arlington Catholic High School",
"02/04/2014 21:48:08","1798","Armenian Sister Academy, Lexington","20","Private School","Closed","",""," ","."," ","Armenian Sister Academy, Lexington",
"02/04/2014 21:48:08","1800","Bancroft School, Worcester","20","Private School","Closed","",""," ","."," ","Bancroft School, Worcester",
"02/04/2014 21:48:08","1806","Berea Seventh Day Adventist","20","Private School","Closed","Wednesday",""," ","."," ","Berea Seventh Day Adventist",
"02/04/2014 21:48:08","1809","Bishop Feehan High School","20","Private School","Closed","",""," ","."," ","Bishop Feehan High School",
"02/04/2014 21:48:08","1810","Bishop Fenwick","20","Private School","Closed","",""," ","."," ","Bishop Fenwick",
"02/04/2014 21:48:08","2058","Blue Hill Montessori","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1813","Boston College High School","20","Private School","Closed","",""," ","."," ","Boston College High School",
"02/04/2014 21:48:08","1780","Boxford Academy","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","2156","Browning Elementary","20","Private School","Closed","No AM pre-school",""," ","."," ","Browning Elementary",
"02/04/2014 21:48:08","2624","Calvary Chapel Academy Rockland","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1461","Cardinal Spellman High School","20","Private School","Closed","",""," ","."," ","Cardinal Spellman High School",
"02/04/2014 21:48:08","1832","Cathedral High School","20","Private School","Closed","Wednesday",""," ","."," ","Cathedral High School",
"02/04/2014 21:48:08","1833","Catholic Memorial School","20","Private School","Closed","",""," ","."," ","Catholic Memorial School",
"02/04/2014 21:48:08","2494","CATS Academy Boston","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","2145","Central Catholic High School","20","Private School","Closed","",""," ","."," ","Central Catholic High School",
"02/04/2014 21:48:08","1457","Cheverus School, Malden","20","Private School","Closed","",""," ","."," ","Cheverus School, Malden",
"02/04/2014 21:48:08","1271","Children's Montessori Center","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1445","Clark School, Danvers","20","Private School","Closed","",""," ","."," ","Clark School, Danvers",
"02/04/2014 21:48:08","1847","Concord Academy","20","Private School","Closed","",""," ","."," ","Concord Academy",
"02/04/2014 21:48:08","1852","Coyle and Cassidy High School","20","Private School","Closed","",""," ","."," ","Coyle and Cassidy High School",
"02/04/2014 21:48:08","2602","Dayspring Christian Academy","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1857","Delphi Academy","20","Private School","Closed","",""," ","."," ","Delphi Academy",
"02/04/2014 21:48:08","1864","East Boston Central Catholic","20","Private School","Closed","",""," ","."," ","East Boston Central Catholic",
"02/04/2014 21:48:08","2406","Eliot Educational Center","20","Private School","Closed","No Religious Education",""," ","."," ","",
"02/04/2014 21:48:08","1869","Eliot-Pearson Children's","20","Private School","Closed","",""," ","."," ","Eliot-Pearson Children's",
"02/04/2014 21:48:08","1421","Falmouth Academy","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1880","Fontbonne Academy","20","Private School","Closed","",""," ","."," ","Fontbonne Academy",
"02/04/2014 21:48:08","2455","German International School","20","Private School","Closed Wednesday","",""," ","."," ","",
"02/04/2014 21:48:08","1882","Gifford School","20","Private School","Closed","",""," ","."," ","Gifford School",
"02/04/2014 21:48:08","1424","Immaculate Conception School, Lowell","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1572","Inly School","20","Private School","Closed","Except for Essential Personnel",""," ","."," ","Inly School",
"02/04/2014 21:48:08","1863","International School, Boston","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","2180","Islamic Academy of New England","20","Private School","Closed","",""," ","."," ","Islamic Academy of New England",
"02/04/2014 21:48:08","1903","Jackson School","20","Private School","Closed","",""," ","."," ","Jackson School",
"02/04/2014 21:48:08","1710","Kehillah Schechter Academy","20","Private School","Closed Wednesday","",""," ","."," ","Kehillah Schechter Academy",
"02/04/2014 21:48:08","1514","League School of Greater Boston","20","Private School","Closed","",""," ","."," ","League School of Greater Boston",
"02/04/2014 21:48:08","1519","Learning Prep School","20","Private School","Closed","",""," ","."," ","Learning Prep School",
"02/04/2014 21:48:08","1913","Lexington Christian Academy","20","Private School","Closed","",""," ","."," ","Lexington Christian Academy",
"02/04/2014 21:48:08","1772","Lowell Catholic High School","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:08","1919","Malden Catholic High School","20","Private School","Closed","",""," ","."," ","Malden Catholic High School",
"02/04/2014 21:48:08","2361","Malik Academy, Cambridge","20","Private School","Closed","Wednesday",""," ","."," ","",
"02/04/2014 21:48:09","1921","Manville School","20","Private School","Closed on Wednesday","",""," ","."," ","Manville School",
"02/04/2014 21:48:09","1922","Marian High School","20","Private School","Closed","",""," ","."," ","Marian High School",
"02/04/2014 21:48:09","1928","Matignon H.S., Cambridge","20","Private School","Closed","",""," ","."," ","Matignon H.S., Cambridge",
"02/04/2014 21:48:09","1931","Milton Academy","20","Private School","Closed","Except for Essential Personnel",""," ","."," ","Milton Academy",
"02/04/2014 21:48:09","1483","Montessori Children's School of Auburn","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1934","Montrose School","20","Private School","Closed","",""," ","."," ","Montrose School",
"02/04/2014 21:48:09","1936","Mount Alvernia High School","20","Private School","Closed","",""," ","."," ","Mount Alvernia High School",
"02/04/2014 21:48:09","1939","Mount Alvernia Academy","20","Private School","Closed","",""," ","."," ","Mount Alvernia Academy",
"02/04/2014 21:48:09","2299","Nashoba Montessori School, Lancaster","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1920","New England Academy, Beverly","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1953","Newman School","20","Private School","Closed","",""," ","."," ","Newman School",
"02/04/2014 21:48:09","1955","Newton Country Day School","20","Private School","Closed","",""," ","."," ","Newton Country Day School",
"02/04/2014 21:48:09","1957","Noble & Greenough","20","Private School","Closed","",""," ","."," ","Noble & Greenough",
"02/04/2014 21:48:09","1368","Notre Dame Academy, Worcester","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1960","Notre Dame Academy, Hingham","20","Private School","Closed","Wednesday",""," ","."," ","Notre Dame Academy, Hingham",
"02/04/2014 21:48:09","2570","Notre Dame Cristo Rey High School","20","Private School","Closed","No Sports Events",""," ","."," ","",
"02/04/2014 21:48:09","1604","Oak Meadow Montessori","20","Private School","Closed","",""," ","."," ","Oak Meadow Montessori",
"02/04/2014 21:48:09","2140","Open Bible Academy","20","Private School","Closed","",""," ","."," ","Open Bible Academy",
"02/04/2014 21:48:09","2571","Oxbow Schoolhouse","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1616","Parkside Christian Academy","20","Private School","Closed","",""," ","."," ","Parkside Christian Academy",
"02/04/2014 21:48:09","1488","Pinecroft School, Norton","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2362","Plumfield Academy, Danvers","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1983","Pope John 23rd High School","20","Private School","Closed","No Day Classes",""," ","."," ","Pope John 23rd High School",
"02/04/2014 21:48:09","1987","Rivers School","20","Private School","Closed","",""," ","."," ","Rivers School",
"02/04/2014 21:48:09","1991","Sacred Heart School, Roslindale","20","Private School","Closed","Wednesday",""," ","."," ","Sacred Heart School, Roslindale",
"02/04/2014 21:48:09","2001","St. Anthony School, Everett","20","Private School","Closed","",""," ","."," ","St. Anthony School",
"02/04/2014 21:48:09","2010","St. Clement Parish Schools","20","Private School","Closed","",""," ","."," ","St. Clement Parish Schools",
"02/04/2014 21:48:09","2011","St. Columbkille","20","Private School","Closed","",""," ","."," ","St. Columbkille",
"02/04/2014 21:48:09","2024","St. John's Prep., Danvers","20","Private School","Closed","",""," ","."," ","St. John's Prep., Danvers",
"02/04/2014 21:48:09","2028","St. Joseph School, Wakefield","20","Private School","Closed","",""," ","."," ","St. Joseph School, Wakefield",
"02/04/2014 21:48:09","2035","St. Mary's Jr-Sr High School, Lynn","20","Private School","Closed Wednesday","",""," ","."," ","St. Mary's Jr/Sr High School, Lynn",
"02/04/2014 21:48:09","2056","St. Rose, Chelsea","20","Private School","Closed Wednesday","",""," ","."," ","St. Rose, Chelsea",
"02/04/2014 21:48:09","2431","Seaport Academy, Charlestown","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","1505","Shrewsbury Montessori","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2006","South Boston Catholic Academy","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2155","South Lancaster Academy","20","Private School","Closed","No Sports Events",""," ","."," ","South Lancaster Academy",
"02/04/2014 21:48:09","1322","South Shore Christian Academy","20","Private School","Closed","",""," ","."," ","South Shore Christian Academy",
"02/04/2014 21:48:09","2221","Southbridge Christian Academy","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2166","St Catherine of Genoa, Somerville","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2206","St. Agnes Elementary School, Arlington","20","Private School","Closed","",""," ","."," ","St. Agnes Elementary School, Arlington",
"02/04/2014 21:48:09","2022","St. John the Baptist Elementary","20","Private School","Closed","No Evening Activities",""," ","."," ","St. John the Baptist Elementary",
"02/04/2014 21:48:09","2071","St. John the Evangelist Elementary","20","Private School","Closed","",""," ","."," ","St. John the Evangelist Elementary",
"02/04/2014 21:48:09","1719","St. Mary's Primary School","20","Private School","Closed","",""," ","."," ","St. Mary's Primary School",
"02/04/2014 21:48:09","2598","St. Paul's Choir School","20","Private School","Closed","",""," ",""," ","",
"02/04/2014 21:48:09","2176","St. Stephen's Elementary School","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2234","Taunton Catholic Middle School","20","Private School","Closed Wednesday","",""," ","."," ","",
"02/04/2014 21:48:09","2077","Thacher Montessori, Milton","20","Private School","Closed","",""," ","."," ","Thacher Montessori, Milton",
"02/04/2014 21:48:09","2078","Thayer Academy","20","Private School","Closed","",""," ","."," ","Thayer Academy",
"02/04/2014 21:48:09","1199","Tower School, Marblehead","20","Private School","Closed","",""," ","."," ","Tower School, Marblehead",
"02/04/2014 21:48:09","2012","Trinity Catholic Academy, Brockton","20","Private School","Closed","",""," ","."," ","St. Edwards, Brockton",
"02/04/2014 21:48:09","2085","Twin City Christian, Lunenburg","20","Private School","Closed","No Daycare",""," ","."," ","Twin City Christian, Lunenburg",
"02/04/2014 21:48:09","2086","Ursuline Academy","20","Private School","Closed","",""," ","."," ","Ursuline Academy",
"02/04/2014 21:48:09","1220","Walnut Park Montessori School","20","Private School","Closed","",""," ","."," ","Walnut Park Montessori School",
"02/04/2014 21:48:09","2091","Waring School","20","Private School","Closed","",""," ","."," ","Waring School",
"02/04/2014 21:48:09","1280","Whitinsville Christian","20","Private School","Closed Wednesday","",""," ","."," ","Whitinsville Christian",
"02/04/2014 21:48:09","2080","Winsor School, Boston","20","Private School","Closed","",""," ","."," ","Winsor School, Boston",
"02/04/2014 21:48:09","2100","Woodward School for Girls","20","Private School","Closed","",""," ","."," ","Woodward School for Girls",
"02/04/2014 21:48:09","2467","Worcester Academy","20","Private School","Closed","",""," ","."," ","",
"02/04/2014 21:48:09","2102","Xaverian Brothers High School","20","Private School","Closed","",""," ","."," ","Xaverian Brothers High School",
"02/04/2014 21:48:09","1304","Bay State College, Boston","40","College","Closed","",""," ","."," ","Bay State College, Boston",
"02/04/2014 21:48:09","2496","Boston Baptist College","40","College","Closed Wednesday","",""," ","."," ","",
"02/04/2014 21:48:10","1314","Brandeis University","40","College","Closed Wednesday","",""," ","."," ","Brandeis University",
"02/04/2014 21:48:10","1324","Clark University","40","College","Closed Wednesday","",""," ","."," ","Clark University",
